SentenceID,Token,Label
132,.,O
133,Hasil,O
133,Skrining,O
133,fitokimia,O
133,pada,O
133,ekstrak,B-TREATMENT
133,etanol,I-TREATMENT
133,batang,I-TREATMENT
133,lengkuas,I-TREATMENT
133,(,O
133,Alpinia,B-HERB
133,galanga,I-HERB
133,),O
133,menunjukkan,O
133,hasil,O
133,positif,O
133,terhadap,O
133,flavonoid,B-COMPOUND
133,",",O
133,triterpenoid,B-COMPOUND
133,dan,O
133,polifenol,B-COMPOUND
133,",",O
133,sementara,O
133,saponin,B-COMPOUND
133,menunjukkan,O
133,hasil,O
133,negatif,O
133,.,O
134,Aktivitas,O
134,antioksidan,B-COMPOUND
134,dianalisis,O
134,menggunakan,O
134,persamaan,O
134,garis,O
134,regresi,O
134,y,O
134,=,O
134,"3,293x",O
134,+,O
134,40.606,O
134,",",O
134,diperoleh,O
134,IC₅₀,O
134,"1,675",O
134,ppm,O
134,dan,O
134,pembanding,O
134,vitamin,O
134,C,O
134,diperoleh,O
134,IC₅₀,O
134,"2,0405",O
134,ppm,O
134,.,O
135,Dari,O
135,hasil,O
135,tersebut,O
135,diketahui,O
135,ekstrak,B-TREATMENT
135,etanol,I-TREATMENT
135,batang,I-TREATMENT
135,lengkuas,I-TREATMENT
135,(,O
135,Alpinia,B-HERB
135,galanga,I-HERB
135,),O
135,dan,O
135,pembanding,O
135,vitamin,O
135,C,O
135,menunjukkan,O
135,keduanya,O
135,memiliki,O
135,aktivitas,O
135,antioksidan,B-COMPOUND
135,yang,O
135,termasuk,O
135,dalam,O
135,kategori,O
135,sangat,O
135,kuat,O
135,.,O
136,Bahan,O
136,pembersih,B-TREATMENT
136,gigi,I-TREATMENT
136,tiruan,I-TREATMENT
136,yang,O
136,beredar,O
136,di,O
136,pasaran,O
136,berasal,O
136,dari,O
136,bahan,O
136,kimia,O
136,buatan,O
136,yang,O
136,diketahui,O
136,mempunyai,O
136,efek,O
136,samping,O
136,.,O
137,Oleh,O
137,karena,O
137,itu,O
137,",",O
137,pemanfaatan,O
137,tanaman,O
137,sebagai,O
137,bahan,O
137,obat,O
137,herbal,O
137,mulai,O
137,dikembangkan,O
137,.,O
138,Salah,O
138,satu,O
138,alternatif,O
138,bahan,O
138,untuk,O
138,pembersih,B-TREATMENT
138,gigi,I-TREATMENT
138,tiruan,I-TREATMENT
138,berasal,O
138,dari,O
138,tanaman,O
138,herbal,O
138,yaitu,O
138,lengkuas,B-HERB
138,putih,I-HERB
138,mengandung,O
138,fenol,B-COMPOUND
138,dan,O
138,kunyit,B-HERB
138,mengandung,O
138,tumeron,B-COMPOUND
138,.,O
139,Penelitian,O
139,ini,O
139,dilakukan,O
139,untuk,O
139,mengetahui,O
139,efektifitas,O
139,ekstrak,O
139,lengkuas,B-HERB
139,putih,I-HERB
139,(,O
139,Alpinia,O
139,galangal,O
139,L.,O
139,Stuntz,O
139,var,O
139,.,O
140,alba,O
140,),O
140,dan,O
140,kunyit,B-HERB
140,(,O
140,Curcuma,B-HERB
140,domestica,I-HERB
140,L,O
140,),O
140,terhadap,O
140,pertumbuhan,O
140,C.,B-DISEASE
140,albicans,I-DISEASE
140,pada,O
140,plat,O
140,resin,B-COMPOUND
140,akrilik,O
140,.,O
141,Metode,O
141,penelitian,O
141,berjenis,O
141,experimental,B-METHOD
141,quasi,I-METHOD
141,.,O
142,Sampel,O
142,penelitian,O
142,yang,O
142,digunakan,O
142,30,O
142,cakram,O
142,akrilik,O
142,.,O
143,Sampel,O
143,dibagi,O
143,menjadi,O
143,tiga,O
143,kelompok,O
143,yaitu,O
143,kelompok,O
143,rendaman,B-TREATMENT
143,ekstrak,I-TREATMENT
143,lengkuas,I-TREATMENT
143,putih,I-TREATMENT
143,konsentrasi,O
143,30,O
143,%,O
143,",",O
143,ekstrak,B-TREATMENT
143,kunyit,I-TREATMENT
143,konsentrasi,O
143,30,O
143,%,O
143,dan,O
143,kelompok,O
143,kontrol,O
143,aquades,O
143,steril,O
143,.,O
144,Masing-masing,O
144,perlakuan,O
144,tersebut,O
144,terdiri,O
144,10,O
144,cakram,O
144,akrilik,O
144,.,O
145,Sebelum,O
145,penelitian,O
145,",",O
145,cakram,O
145,akrilik,O
145,direndam,O
145,24,O
145,jam,O
145,.,O
146,Selanjutnya,O
146,cakram,O
146,akrilik,O
146,direndam,O
146,saliva,O
146,buatan,O
146,1,O
146,jam,O
146,dan,O
146,dibilas,O
146,dengan,O
146,aquades,O
146,.,O
147,Setelah,O
147,dibilas,O
147,",",O
147,Lempeng,O
147,akrilik,O
147,dikontaminasi,O
147,C.,B-DISEASE
147,albicans,I-DISEASE
147,10⁸,O
147,CFU/ml,O
147,dan,O
147,diinkubasi,O
147,selama,O
147,24,O
147,jam,O
147,pada,O
147,suhu,O
147,37°C,O
147,.,O
148,Kemudian,O
148,masing-masing,O
148,sampel,O
148,direndam,O
148,ekstrak,O
148,lengkuas,B-HERB
148,putih,I-HERB
148,dan,O
148,ekstrak,B-TREATMENT
148,kunyit,I-TREATMENT
148,selama,O
148,8,O
148,jam,O
148,.,O
149,Selanjutnya,O
149,dilakukan,O
149,pengenceran,O
149,10⁻³,O
149,",",O
149,diambil,O
149,"0,1",O
149,ml,O
149,tanam,O
149,pada,O
149,BHI,O
149,diinkubasi,O
149,48,O
149,jam,O
149,suhu,O
149,37°C,O
149,.,O
150,Selanjutnya,O
150,perhitungan,O
150,C.,B-DISEASE
150,albicans,I-DISEASE
150,dengan,O
150,colony,O
150,counter,O
150,.,O
151,Adapun,O
151,analisa,O
151,data,O
151,menggunakan,O
151,uji,B-METHOD
151,One,I-METHOD
151,way,I-METHOD
151,anova,I-METHOD
151,selanjutnya,O
151,data,O
151,dianalisa,O
151,LSD,O
151,.,O
152,Berdasarkan,O
152,Uji,B-METHOD
152,One,I-METHOD
152,way,I-METHOD
152,anova,I-METHOD
152,didapatkan,O
152,hasil,O
152,nilai,O
152,signifikansi,O
152,"0,000",O
152,(,O
152,p,O
152,<,O
152,"0,05",O
152,),O
152,",",O
152,sehingga,O
152,data,O
152,terdapat,O
152,perbedaan,O
152,bermakna,O
152,antar,O
152,kelompok,O
152,.,O
153,Dari,O
153,uji,B-METHOD
153,LSD,I-METHOD
153,didapatkan,O
153,nilai,O
153,signifikansi,O
153,masing-masing,O
153,kelompok,O
153,"0,000",O
153,(,O
153,p,O
153,<,O
153,"0,05",O
153,),O
153,maka,O
153,terdapat,O
153,perbedaan,O
153,yang,O
153,bermakna,O
153,antar,O
153,masing-masing,O
153,kelompok,O
153,.,O
154,Dari,O
154,hasil,O
154,penelitian,O
154,dapat,O
154,disimpulkan,O
154,bahwa,O
154,Ekstrak,O
154,Lengkuas,B-HERB
154,putih,I-HERB
154,dan,O
154,Ekstrak,B-TREATMENT
154,Kunyit,I-TREATMENT
154,berpengaruh,O
154,menghambat,O
154,jumlah,O
154,pertumbuhan,O
154,C.,B-DISEASE
154,albicans,I-DISEASE
154,pada,O
154,plat,O
154,akrilik,O
154,.,O
155,Ekstrak,O
155,lengkuas,B-HERB
155,putih,I-HERB
155,lebih,O
155,menurunkan,B-EFFECT
155,jumlah,I-EFFECT
155,C.,I-EFFECT
155,albicans,I-EFFECT
155,pada,O
155,plat,O
155,akrilik,O
155,dibanding,O
155,ekstrak,B-TREATMENT
155,kunyit,I-TREATMENT
155,.,O
156,Infeksi,B-DISEASE
156,adalah,O
156,penyakit,O
156,yang,O
156,dapat,O
156,menimbulkan,O
156,gejala,O
156,klinis,O
156,atau,O
156,asimtomatis,O
156,yang,O
156,dipicu,O
156,oleh,O
156,mikroorganisme,O
156,seperti,O
156,bakteri,O
156,.,O
157,Pseudomonas,B-DISEASE
157,aeruginosa,I-DISEASE
157,dan,O
157,Bacillus,B-DISEASE
157,subtilis,I-DISEASE
157,merupakan,O
157,bakteri,O
157,yang,O
157,dapat,O
157,menimbulkan,O
157,infeksi,B-DISEASE
157,nosokomial,I-DISEASE
157,.,O
158,Tujuan,O
158,penelitian,O
158,ini,O
158,adalah,O
158,untuk,O
158,mengetahui,O
158,aktivitas,O
158,antibakteri,B-EFFECT
158,dari,O
158,ekstrak,O
158,dan,O
158,fraksi,O
158,rimpang,B-HERB
158,lengkuas,I-HERB
158,putih,O
158,(,O
158,Alpinia,B-HERB
158,galanga,I-HERB
158,),O
158,terhadap,O
158,bakteri,O
158,Pseudomonas,B-DISEASE
158,aeruginosa,I-DISEASE
158,dan,O
158,Bacillus,B-DISEASE
158,subtilis,I-DISEASE
158,dan,O
158,mengidentifikasi,O
158,golongan,O
158,senyawa,O
158,yang,O
158,berperan,O
158,sebagai,O
158,agen,O
158,antibakteri,B-EFFECT
158,.,O
159,Ekstrak,O
159,diperoleh,O
159,dari,O
159,maserasi,B-METHOD
159,lengkuas,B-HERB
159,menggunakan,O
159,metanol,O
159,70,O
159,%,O
159,.,O
160,Metode,B-METHOD
160,difusi,I-METHOD
160,disk,I-METHOD
160,dipilih,O
160,dalam,O
160,uji,B-METHOD
160,aktivitas,I-METHOD
160,antibakteri,I-METHOD
160,.,O
161,Sampel,O
161,yang,O
161,diuji,O
161,adalah,O
161,ekstrak,O
161,dengan,O
161,konsentrasi,O
161,"10,5",O
161,",",O
161,12,O
161,",",O
161,"13,5",O
161,",",O
161,dan,O
161,15,O
161,mg/disk,O
161,",",O
161,fraksi,O
161,metanol,O
161,15,O
161,mg/disk,O
161,",",O
161,fraksi,O
161,etil,O
161,asetat,O
161,15,O
161,mg/disk,O
161,",",O
161,fraksi,O
161,kloroform,O
161,15,O
161,mg/disk,O
161,",",O
161,kloramfenikol,O
161,sebagai,O
161,kontrol,O
161,positif,O
161,",",O
161,dan,O
161,DMSO,O
161,sebagai,O
161,kontrol,O
161,negatif,O
161,.,O
162,Hasil,O
162,uji,O
162,ekstrak,O
162,metanol,O
162,menunjukkan,O
162,adanya,O
162,aktivitas,O
162,antibakteri,B-EFFECT
162,terhadap,O
162,Pseudomonas,B-DISEASE
162,aeruginosa,I-DISEASE
162,dan,O
162,Bacillus,B-DISEASE
162,subtilis,I-DISEASE
162,pada,O
162,konsentrasi,O
162,15,O
162,mg/disk,O
162,dengan,O
162,diameter,O
162,zona,B-EFFECT
162,hambat,I-EFFECT
162,berturut-turut,O
162,adalah,O
162,"13,5",O
162,±,O
162,"0,41",O
162,mm,O
162,dan,O
162,"16,0",O
162,±,O
162,"0,41",O
162,mm,O
162,.,O
163,Hasil,O
163,uji,O
163,fraksi,O
163,etil,O
163,asetat,O
163,menunjukkan,O
163,adanya,O
163,aktivitas,O
163,antibakteri,B-EFFECT
163,terbesar,O
163,terhadap,O
163,Pseudomonas,B-DISEASE
163,aeruginosa,I-DISEASE
163,dan,O
163,Bacillus,B-DISEASE
163,subtilis,I-DISEASE
163,dengan,O
163,diameter,O
163,zona,B-EFFECT
163,hambat,I-EFFECT
163,berturut-turut,O
163,adalah,O
163,"12,0",O
163,±,O
163,"0,41",O
163,mm,O
163,dan,O
163,13.7,O
163,±,O
163,"0,24",O
163,mm,O
163,.,O
164,Identifikasi,O
164,golongan,O
164,senyawa,O
164,rimapang,O
164,lengkuas,B-HERB
164,putih,I-HERB
164,(,O
164,Alpinia,B-HERB
164,galanga,I-HERB
164,),O
164,menggunakan,O
164,metode,O
164,KLT,B-METHOD
164,dengan,O
164,silika,B-METHOD
164,gel,I-METHOD
164,GF254,I-METHOD
164,sebagai,O
164,fase,O
164,diam,O
164,",",O
164,kloroform,O
164,:,O
164,etil,O
164,asetat,O
164,(,O
164,1:1,O
164,v/v,O
164,),O
164,sebagai,O
164,fase,O
164,gerak,O
164,untuk,O
164,mengelusi,O
164,plat,O
164,ekstrak,O
164,",",O
164,dan,O
164,kloroform,O
164,:,O
164,metanol,O
164,(,O
164,9:3,O
164,v/v,O
164,),O
164,sebagai,O
164,fase,O
164,gerak,O
164,untuk,O
164,mengelusi,O
164,plat,O
164,fraksi,O
164,etil,O
164,asetat,O
164,.,O
165,Hasil,O
165,uji,B-METHOD
165,fitokimia,I-METHOD
165,rimpang,B-HERB
165,lengkuas,I-HERB
165,putih,O
165,(,O
165,Alpinia,B-HERB
165,galanga,I-HERB
165,),O
165,menunjukkan,O
165,ekstrak,O
165,metanol,O
165,positif,O
165,mengandung,O
165,alkaloid,B-COMPOUND
165,",",O
165,fenolik,B-COMPOUND
165,",",O
165,flavonoid,B-COMPOUND
165,",",O
165,dan,O
165,terpenoid,B-COMPOUND
165,",",O
165,sedangkan,O
165,pada,O
165,fraksi,O
165,etil,O
165,positif,O
165,mengandung,O
165,fenolik,B-COMPOUND
165,",",O
165,flavonoid,B-COMPOUND
165,",",O
165,dan,O
165,terpenoid,B-COMPOUND
165,.,O
166,Uji,B-METHOD
166,bioautografi,I-METHOD
166,menunjukkan,O
166,golongan,O
166,senyawa,O
166,yang,O
166,mampu,O
166,menghambat,O
166,bakteri,O
166,Pseudomonas,B-DISEASE
166,aeruginosa,I-DISEASE
166,dan,O
166,bakteri,O
166,Bacillus,B-DISEASE
166,subtilis,I-DISEASE
166,adalah,O
166,fenolik,B-COMPOUND
166,",",O
166,flavonoid,B-COMPOUND
166,",",O
166,dan,O
166,terpenoid,B-COMPOUND
166,.,O
167,Jerawat,B-DISEASE
167,merupakan,O
167,kondisi,O
167,dermatologis,O
167,umum,O
167,yang,O
167,disebabkan,O
167,oleh,O
167,infeksi,B-DISEASE
167,bakteri,I-DISEASE
167,Propionibacterium,B-DISEASE
167,acnes,I-DISEASE
167,",",O
167,yang,O
167,menyebabkan,O
167,peradangan,B-DISEASE
167,kulit,I-DISEASE
167,.,O
168,Lengkuas,B-HERB
168,merah,I-HERB
168,(,O
168,Alpinia,B-HERB
168,purpurata,I-HERB
168,K.,I-HERB
168,Schum,I-HERB
168,),O
168,diketahui,O
168,memiliki,O
168,aktivitas,O
168,antibakteri,B-EFFECT
168,karena,O
168,kandungan,O
168,minyak,B-COMPOUND
168,atsiri,I-COMPOUND
168,",",O
168,flavonoid,B-COMPOUND
168,",",O
168,dan,O
168,alkaloidnya,O
168,.,O
169,Penelitian,O
169,ini,O
169,bertujuan,O
169,untuk,O
169,memformulasi,O
169,dan,O
169,mengevaluasi,O
169,aktivitas,O
169,antibakteri,B-EFFECT
169,sediaan,O
169,gel,O
169,berbahan,O
169,dasar,O
169,minyak,B-COMPOUND
169,atsiri,I-COMPOUND
169,rimpang,B-HERB
169,lengkuas,I-HERB
169,merah,O
169,terhadap,O
169,Propionibacterium,B-DISEASE
169,acnes,I-DISEASE
169,.,O
170,Penelitian,O
170,ini,O
170,mengikuti,O
170,desain,O
170,eksperimen,O
170,laboratorium,O
170,",",O
170,meliputi,O
170,ekstraksi,O
170,minyak,B-COMPOUND
170,atsiri,I-COMPOUND
170,rimpang,B-HERB
170,lengkuas,I-HERB
170,merah,O
170,melalui,O
170,maserasi,B-METHOD
170,",",O
170,formulasi,B-METHOD
170,gel,I-METHOD
170,",",O
170,dan,O
170,evaluasi,O
170,sifat,O
170,fisiknya,O
170,",",O
170,seperti,O
170,pH,O
170,",",O
170,homogenitas,O
170,",",O
170,daya,O
170,sebar,O
170,",",O
170,dan,O
170,aktivitas,O
170,antibakteri,B-EFFECT
170,menggunakan,O
170,metode,B-METHOD
170,difusi,I-METHOD
170,cakram,I-METHOD
170,.,O
171,Hasil,O
171,penelitian,O
171,menunjukkan,O
171,bahwa,O
171,formulasi,B-METHOD
171,gel,I-METHOD
171,memenuhi,O
171,standar,O
171,fisikokimia,O
171,yang,O
171,dipersyaratkan,O
171,",",O
171,dengan,O
171,pH,O
171,berkisar,O
171,antara,O
171,"6,4",O
171,hingga,O
171,"6,8",O
171,",",O
171,homogenitas,O
171,yang,O
171,baik,O
171,",",O
171,dan,O
171,daya,O
171,sebar,O
171,optimal,O
171,5–7,O
171,cm,O
171,.,O
172,Uji,O
172,antibakteri,B-EFFECT
172,menunjukkan,O
172,efek,B-EFFECT
172,penghambatan,I-EFFECT
172,yang,O
172,signifikan,O
172,terhadap,O
172,p.,O
172,acnes,O
172,",",O
172,dengan,O
172,zona,O
172,penghambatan,O
172,hingga,O
172,"11,24",O
172,mm,O
172,pada,O
172,konsentrasi,O
172,15,O
172,%,O
172,.,O
173,Temuan,O
173,ini,O
173,menunjukkan,O
173,bahwa,O
173,minyak,B-COMPOUND
173,atsiri,I-COMPOUND
173,rimpang,B-HERB
173,lengkuas,I-HERB
173,merah,O
173,memiliki,O
173,potensi,B-EFFECT
173,antibakteri,I-EFFECT
173,yang,I-EFFECT
173,kuat,I-EFFECT
173,",",O
173,sehingga,O
173,menjadikannya,O
173,kandidat,O
173,yang,O
173,menjanjikan,O
173,untuk,O
173,pengobatan,O
173,jerawat,B-DISEASE
173,topikal,O
173,alami,O
173,.,O
174,Sebagai,O
174,kesimpulan,O
174,",",O
174,gel,B-TREATMENT
174,minyak,I-TREATMENT
174,atsiri,I-TREATMENT
174,lengkuas,I-TREATMENT
174,merah,I-TREATMENT
174,menunjukkan,O
174,aktivitas,O
174,antibakteri,B-EFFECT
174,yang,O
174,baik,O
174,terhadap,O
174,Propionibacterium,B-DISEASE
174,acnes,I-DISEASE
174,dan,O
174,berpotensi,O
174,sebagai,O
174,pengobatan,O
174,jerawat,B-DISEASE
174,alternatif,O
174,.,O
175,Penelitian,O
175,lebih,O
175,lanjut,O
175,diperlukan,O
175,untuk,O
175,meningkatkan,O
175,stabilitas,O
175,dan,O
175,kemanjuran,O
175,formulasi,O
175,untuk,O
175,aplikasi,O
175,klinis,O
175,yang,O
175,optimal,O
175,.,O
176,Telah,O
176,dilakukan,O
176,analisis,B-METHOD
176,kualitatif,I-METHOD
176,metabolit,O
176,sekunder,O
176,pada,O
176,ekstrak,B-TREATMENT
176,rimpang,I-TREATMENT
176,lengkuas,I-TREATMENT
176,putih,O
176,(,O
176,Alpinia,B-HERB
176,galanga,I-HERB
176,.,O
177,L,O
177,),O
177,sebagai,O
177,antibakteri,B-EFFECT
177,pada,O
177,Klebsiella,B-DISEASE
177,pneumonia,I-DISEASE
177,.,O
178,Lengkuas,B-HERB
178,merupakan,O
178,tanaman,O
178,herbal,O
178,yang,O
178,diyakini,O
178,mempunyai,O
178,banyak,O
178,manfaat,O
178,.,O
179,Lengkuas,B-HERB
179,selain,O
179,umum,O
179,digunakan,O
179,bumbu,O
179,tambahan,O
179,dalam,O
179,masakan,O
179,juga,O
179,memiliki,O
179,manfaat,O
179,dalam,O
179,kesehatan,O
179,",",O
179,seperti,O
179,anti,O
179,tumor,O
179,",",O
179,pengahambat,O
179,produksi,O
179,asam,O
179,lambung,B-BODY_PART
179,",",O
179,antiinflamasi,B-EFFECT
179,",",O
179,antihypoglikemik,B-EFFECT
179,",",O
179,antibakteri,B-EFFECT
179,",",O
179,anti,O
179,tumor,O
179,",",O
179,dan,O
179,manfaat,O
179,lain,O
179,dalam,O
179,kesehatan,O
179,.,O
180,Penelitian,O
180,ini,O
180,bertujuan,O
180,mengetahui,O
180,kandungan,O
180,senyawa,O
180,pada,O
180,rimpang,B-HERB
180,lengkuas,I-HERB
180,putih,O
180,untuk,O
180,kemudian,O
180,diuji,O
180,daya,O
180,hambatnya,O
180,pada,O
180,bakteri,O
180,Klebsiella,B-DISEASE
180,pneumonia,I-DISEASE
180,sebagai,O
180,bakteri,O
180,yang,O
180,mengganggu,O
180,pernapasan,O
180,.,O
181,Metode,O
181,yang,O
181,digunakan,O
181,untuk,O
181,uji,O
181,kandungan,O
181,kimianya,O
181,adalah,O
181,eksperimen,O
181,laboratorium,O
181,secara,O
181,kualitatif,O
181,dengan,O
181,skrining,B-METHOD
181,senyawa,I-METHOD
181,kimia,I-METHOD
181,",",O
181,kemudian,O
181,uji,O
181,antibakterinya,O
181,menggunakan,O
181,metode,O
181,Kirby,O
181,Bauer,O
181,.,O
182,Hasil,O
182,dari,O
182,penelitian,O
182,terlihat,O
182,bahwa,O
182,ekstrak,O
182,rimpang,O
182,mengandung,O
182,alkaloid,B-COMPOUND
182,",",O
182,fenol,B-COMPOUND
182,",",O
182,flavonoid,B-COMPOUND
182,",",O
182,dan,O
182,saponin,B-COMPOUND
182,.,O
183,Hasil,O
183,uji,O
183,hambat,O
183,terlihat,O
183,bahwa,O
183,zona,B-EFFECT
183,hambat,I-EFFECT
183,bakteri,O
183,tertinggi,O
183,pada,O
183,60,O
183,%,O
183,ekstrak,B-TREATMENT
183,rimpang,I-TREATMENT
183,lengkuas,I-TREATMENT
183,sebesar,O
183,"14,3",O
183,mm,O
183,.,O
184,Kesimpulan,O
184,penelitian,O
184,ini,O
184,adalah,O
184,rimpang,B-HERB
184,lengkuas,I-HERB
184,putih,O
184,memiliki,O
184,kemampuan,O
184,kuat,O
184,sebagai,O
184,antibakteri,B-EFFECT
184,pada,O
184,bakteri,O
184,Klebsiella,B-DISEASE
184,pneumonia,I-DISEASE
184,.,O
185,Lengkuas,B-HERB
185,merah,I-HERB
185,(,O
185,Alpinia,B-HERB
185,purpurata,I-HERB
185,K.,I-HERB
185,Schum,I-HERB
185,),O
185,memiliki,O
185,aktivitas,O
185,antibakteri,B-EFFECT
185,dengan,O
185,kategori,O
185,yang,O
185,sangat,O
185,kuat,O
185,dan,O
185,karenanya,O
185,perlu,O
185,distandarisasi,O
185,.,O
186,Penelitian,O
186,ini,O
186,bertujuan,O
186,untuk,O
186,menstandarisasi,O
186,ekstrak,B-TREATMENT
186,etanol,I-TREATMENT
186,rimpang,I-TREATMENT
186,lengkuas,I-TREATMENT
186,merah,O
186,yang,O
186,diperoleh,O
186,dari,O
186,perkebunan,O
186,di,O
186,wilayah,O
186,Minahasa,O
186,Utara,O
186,.,O
187,Ekstrak,O
187,standar,O
187,dengan,O
187,dua,O
187,parameter,O
187,yaitu,O
187,parameter,O
187,spesifik,O
187,dan,O
187,parameter,O
187,non-spesifik,O
187,.,O
188,Penentuan,B-METHOD
188,parameter,I-METHOD
188,spesifik,I-METHOD
188,meliputi,O
188,:,O
188,identitas,O
188,ekstrak,O
188,",",O
188,uji,B-METHOD
188,organoleptik,I-METHOD
188,",",O
188,kadar,O
188,senyawa,O
188,yang,O
188,larut,O
188,dalam,O
188,air,O
188,dan,O
188,yang,O
188,larut,O
188,dalam,O
188,etanol,O
188,",",O
188,kadar,O
188,uji,O
188,alkaloid,B-COMPOUND
188,",",O
188,flavonoid,B-COMPOUND
188,",",O
188,saponin,B-COMPOUND
188,",",O
188,dan,O
188,tanin,B-COMPOUND
188,.,O
189,Parameter,O
189,non-spesifik,O
189,meliputi,O
189,:,O
189,susut,O
189,pengeringan,O
189,",",O
189,kontaminasi,O
189,mikroba,O
189,",",O
189,kadar,O
189,abu,O
189,total,O
189,",",O
189,kadar,O
189,abu,O
189,tidak,O
189,larut,O
189,asam,O
189,",",O
189,kontaminasi,O
189,logam,O
189,Cd,O
189,dan,O
189,Pb,O
189,.,O
190,Hasil,O
190,penelitian,O
190,menunjukkan,O
190,bahwa,O
190,ekstrak,B-TREATMENT
190,rimpang,I-TREATMENT
190,lengkuas,I-TREATMENT
190,merah,O
190,berwarna,O
190,merah-coklat,O
190,pekat,O
190,",",O
190,bau,O
190,khas,O
190,lengkuas,B-HERB
190,",",O
190,rasa,O
190,agak,O
190,pahit,O
190,",",O
190,larut,O
190,dalam,O
190,air,O
190,"12,55",O
190,%,O
190,",",O
190,dan,O
190,larut,O
190,dalam,O
190,etanol,O
190,"8,25",O
190,%,O
190,.,O
191,Senyawa,O
191,fitokimia,O
191,yang,O
191,terkandung,O
191,ialah,O
191,alkaloid,B-COMPOUND
191,",",O
191,saponin,B-COMPOUND
191,",",O
191,tanin,B-COMPOUND
191,",",O
191,dan,O
191,flavonoid,B-COMPOUND
191,.,O
192,Susut,O
192,pengeringan,O
192,"19,17",O
192,%,O
192,",",O
192,kontaminasi,O
192,mikroba,O
192,"2,1",O
192,x,O
192,102,O
192,CFU/g,O
192,",",O
192,kadar,O
192,abu,O
192,"0,36",O
192,%,O
192,",",O
192,kadar,O
192,abu,O
192,tidak,O
192,larut,O
192,asam,O
192,"0,36",O
192,%,O
192,",",O
192,Cd,O
192,dan,O
192,Pb,O
192,"0,062",O
192,dan,O
192,"0,091",O
192,ppm,O
192,.,O
193,Simpulan,O
193,penelitian,O
193,ini,O
193,ialah,O
193,berdasarkan,O
193,pengujian,O
193,standardisasi,O
193,termasuk,O
193,parameter,O
193,spesifik,O
193,dan,O
193,non-spesifik,O
193,",",O
193,ekstrak,O
193,lengkuas,B-HERB
193,merah,I-HERB
193,memenuhi,O
193,standar,O
193,kualitas,O
193,bahan,O
193,baku,O
193,.,O
194,Latar,O
194,belakang,O
194,:,O
194,Jahe,B-HERB
194,merah,I-HERB
194,(,O
194,Zingiber,B-HERB
194,officinale,I-HERB
194,var,O
194,rubrum,O
194,rhizoma,O
194,),O
194,mengandung,O
194,senyawa,O
194,metabolit,O
194,sekunder,O
194,yang,O
194,menunjukkan,O
194,aktivitas,B-EFFECT
194,farmakologi,I-EFFECT
194,.,O
195,Namun,O
195,",",O
195,belum,O
195,banyak,O
195,yang,O
195,mengetahui,O
195,bahwa,O
195,rimpang,O
195,jahe,B-HERB
195,merah,I-HERB
195,mengandung,O
195,suatu,O
195,senyawa,O
195,yang,O
195,berkhasiat,O
195,sebagai,O
195,anti,B-EFFECT
195,inflamasi,I-EFFECT
195,.,O
196,Tujuan,O
196,:,O
196,Tujuan,O
196,penelitian,O
196,ini,O
196,untuk,O
196,menganalisis,O
196,kandungan,O
196,senyawa,O
196,zat,O
196,aktif,O
196,yang,O
196,terdapat,O
196,dalam,O
196,jahe,B-HERB
196,merah,I-HERB
196,untuk,O
196,mengetahui,O
196,sifat,O
196,fisiko,O
196,kimia,O
196,",",O
196,farmakokinetik,O
196,dan,O
196,toksisitas,O
196,.,O
197,Metode,O
197,:,O
197,Penelitian,O
197,ini,O
197,dilakukan,O
197,secara,O
197,deskriptif,O
197,dengan,O
197,menggunakan,O
197,software,O
197,ChemDraw,B-METHOD
197,kemudian,O
197,dianalisis,O
197,sifat,O
197,fisikokimia,O
197,senyawa,O
197,tersebut,O
197,.,O
198,Selanjutnya,O
198,",",O
198,server,O
198,predictor,O
198,yaitu,O
198,Lipinski,B-METHOD
198,dan,O
198,PreADMET,B-METHOD
198,untuk,O
198,melihat,O
198,karakteristik,O
198,farmakokinetika,O
198,.,O
199,Sedangkan,O
199,untuk,O
199,menganalisis,O
199,toksisitasnya,O
199,menggunakan,O
199,software,O
199,Toxtree,B-METHOD
199,.,O
200,Hasil,O
200,:,O
200,Hasil,O
200,menunjukkam,O
200,analisis,B-METHOD
200,sifat,I-METHOD
200,fisikokimia,I-METHOD
200,senyawa,O
200,terbaik,O
200,yaitu,O
200,zingerone,B-COMPOUND
200,(,O
200,titik,O
200,didih,O
200,",",O
200,titik,O
200,lebur,O
200,",",O
200,titik,O
200,kritis,O
200,temperatur,O
200,",",O
200,dan,O
200,titik,O
200,kritis,O
200,tekanan,O
200,),O
200,dan,O
200,zingiberene,B-COMPOUND
200,(,O
200,Log,O
200,P,O
200,dan,O
200,energi,O
200,gibs,O
200,),O
200,.,O
201,Hasil,O
201,analisis,O
201,lipinski,B-METHOD
201,menunjukkan,O
201,senyawa,O
201,geraniol,B-COMPOUND
201,",",O
201,zingiberen,O
201,",",O
201,zingerone,B-COMPOUND
201,",",O
201,dan,O
201,"1,8",O
201,cineol,O
201,memenuhi,O
201,kriteria,O
201,lipinski,B-METHOD
201,.,O
202,Selain,O
202,itu,O
202,",",O
202,data,O
202,farmakokinetika,O
202,menunjukkan,O
202,keempat,O
202,senyawa,O
202,tersebut,O
202,memiliki,O
202,kelarutan,O
202,dalam,O
202,air,O
202,yang,O
202,tinggi,O
202,.,O
203,Nilai,O
203,intestinal,O
203,absorption,O
203,senyawa,O
203,geraniol,B-COMPOUND
